"x","y"
3.5,4.5
3.48255478163967,4.50987483437583
3.46486130986996,4.51949868335978
3.4469213540233,4.52887058457497
3.42873670808034,4.53798960083908
3.41030919049052,4.54685482025809
3.39164064399022,4.55546535631746
3.37273293541856,4.56382034797073
3.35358795553062,4.57191895972572
3.33420761880845,4.579760381728
3.31459386326957,4.58734382984189
3.29474865027317,4.59466854572892
3.27467396432404,4.60173379692359
3.25437181287403,4.60853887690667
3.23384422612137,4.61508310517583
3.21309325680762,4.62136582731371
3.19212098001244,4.62738641505331
3.17092949294601,4.6331442663409
3.14952091473939,4.63863880539613
3.12789738623256,4.64386948276968
3.10606106976035,4.64883577539817
3.08401414893621,4.65353718665647
3.06175882843384,4.65797324640738
3.03929733376676,4.66214351104863
3.01663191106571,4.66604756355721
2.99376482685408,4.66968501353114
2.97069836782122,4.67305549722844
2.94743484059383,4.67615867760356
2.92397657150523,4.67899424434104
2.9003259063628,4.68156191388658
2.87648521021332,4.68386142947535
2.85245686710656,4.68589256115773
2.82824327985679,4.68765510582222
2.80384686980257,4.68914888721584
2.77927007656457,4.69037375596168
2.75451535780164,4.6913295895739
2.72958518896501,4.69201629246993
2.70448206305081,4.69243379598005
2.67920849035069,4.69258205835426
2.65376699820088,4.69246106476644
2.62816013072938,4.69207082731586
2.60239044860161,4.69141138502594
2.57646052876429,4.69048280384034
2.55037296418781,4.68928517661642
2.52413036360689,4.68781862311591
2.49773535125971,4.68608328999292
2.47119056662551,4.68407935077933
2.44449866416064,4.68180700586739
2.41766231303309,4.67926648248969
2.39068419685563,4.67645803469646
2.36356701341738,4.67338194333014
2.33631347441409,4.67003851599729
2.30892630517695,4.66642808703786
2.28140824440006,4.66255101749175
2.25376204386656,4.65840769506267
2.22599046817348,4.65399853407942
2.19809629445523,4.64932397545442
2.17008231210595,4.64438448663964
2.14195132250053,4.63918056157984
2.11370613871448,4.63371272066319
2.08534958524264,4.62798151066923
2.05688449771673,4.62198750471418
2.02831372262178,4.61573130219364
1.9996401170115,4.60921352872265
1.97086654822255,4.60243483607312
1.94199589358783,4.59539590210868
1.91303104014874,4.58809743071685
1.88397488436649,4.58054015173868
1.85483033183246,4.57272482089579
1.82560029697759,4.56465221971474
1.79628770278102,4.55632315544891
1.76689548047775,4.54773846099781
1.73742656926551,4.53889899482371
1.70788391601086,4.52980564086587
1.67827047495451,4.52045930845212
1.64858920741589,4.51086093220789
1.61884308149702,4.50101147196281
1.58903507178569,4.49091191265472
1.55916815905805,4.4805632642311
1.52924532998048,4.4699665615482
1.49926957681094,4.45912286426744
1.46924389709978,4.44803325674951
1.43917129338995,4.43669884794593
1.40905477291675,4.42512077128813
1.37889734730714,4.41330018457413
1.34870203227854,4.40123826985275
1.3184718473373,4.38893623330541
1.28820981547672,4.37639530512551
1.25791896287476,4.36361673939542
1.22760231859145,4.35060181396107
1.19726291426595,4.33735183030415
1.1669037838134,4.32386811341198
1.13652796312156,4.31015201164502
1.10613848974718,4.29620489660202
1.07573840261228,4.28202816298286
1.04533074170023,4.26762322844908
1.01491854775178,4.25299153348214
0.984504861960994,4.23813454123934
0.954092725671097,4.22305373740751
0.923685180070377,4.20775063005449
0.893285265888054,4.19222674947825
0.862896023090213,4.1764836480539
0.832520490575812,4.16052290007849
0.802161705872786,4.14434610161349
0.771822704834308,4.12795487032528
0.741506521335201,4.11135084532333
0.711216186968548,4.09453568699631
0.680954730742547,4.07751107684602
0.650725178777601,4.0602787173193
0.620530554003716,4.04284033163774
0.590373875858207,4.02519766362538
0.560258159983758,4.00735247753432
0.530186417926861,3.98930655786829
0.500161656836662,3.97106170920422
0.470186879164247,3.95261975601178
0.440265082362407,3.93398254247091
0.410399258585887,3.91515193228745
0.380592394392176,3.89612980850671
0.350847470442854,3.87691807332523
0.321167461205529,3.8575186479005
0.291555334656392,3.83793347215891
0.26201405198342,3.81816450460171
0.232546567290264,3.79821372210919
